confianza,similitud,palabras_genericas,VIDEO_SIN_CREDITO_titulo,VIDEO_SIN_CREDITO_canal,VIDEO_SIN_CREDITO_url,perpetuidad,views,dias,CREADOR_INFERIDO,REFERENCIA_que_si_acredita_titulo,REFERENCIA_canal,palabras_en_comun
ALTA,1.0,,Unbelievable: He Built His First Dream Wooden House in Just 240 Days | Start to Finish,TechTalks,https://www.youtube.com/watch?v=eBLwaRQ-SIA,12,2,14,@serkanbilgin27,This man built a wooden house in just 10 days | Full Video By @serkanbilgin27,SUN Channel,"house, just, wooden"
ALTA,1.0,,I Spent 30 Days Building a House of STONES and LOGS in the Forest,Quantam Tech HD,https://www.youtube.com/watch?v=WbgVDgtWxqI,11,9,552,@bogdanintheforest4382,Building House with STONES and LOGS in the Forest | Start to Finish by ‪@bogdanintheforest4382‬,KLIFS TECH,"forest, house, logs, stones"
ALTA,1.0,,Man Builds Amazing House Using SHIPPING CONTAINERS,US Technology,https://www.youtube.com/watch?v=391qVkWtR2E,11,4,62,@GrumpyToadCreations,Man Builds an Amazing House Using Just 2 SHIPPING CONTAINERS,22TechZoom,"containers, house, shipping, using"
ALTA,1.0,,Skillful Excavator Operators are Building Roads on a Steep Mountain | Tech Talks,TechTalks,https://www.youtube.com/watch?v=u3cqkAsGoUU,10,6,200,@Grayderci,Skillful Excavator Operators are Building Roads on a Steep Mountain ▶2,TechFreeze,"excavator, mountain, operators, roads, skillful, steep"
ALTA,1.0,SÍ — revisar,Couple Builds Their Dream Tiny Log Cabin by Hand by  NickandMaëla,H2 EcoTech,https://www.youtube.com/watch?v=FoiPx2KrI2E,7,6,540,@beccanlevisalaska,How We Built Our Dream Log Cabin | Full Start to Finish Build@beccanlevisalaska @QuantumMakers ,CabinCraft,"cabin, dream, log"
ALTA,1.0,,Amazing Tools That Are On Another Level,Click Star Techno,https://www.youtube.com/watch?v=9pJOeXui6lQ,7,7,927,@winnidesigns,Ingenious tools that are on another Level ▶1,TechFreeze,"another, level, tools"
ALTA,1.0,,Man Turns Ruined Garage into Amazing Workshop | Start to Finish by #oldhouse,Quantam Tech HD,https://www.youtube.com/watch?v=rPZ9Lryv_xY,6,5,554,@tyap-lyap,Man Turns Ruined Garage into Amazing Workshop | Start to Finish by @tyap-lyap,Quantum Makers,"garage, ruined, turns, workshop"
ALTA,1.0,,Free Off Grid Wooden House Couple's 365 Days Alone in the Mountains,Change of house,https://www.youtube.com/watch?v=OMmt69f1KK4,5,3,258,@CountryBoy-82,Man Builds DIY Off-Grid WOODEN HOUSE In The Mountains | Start To Finish By @CountryBoy-82,Quantum Makers,"grid, house, mountains, off, wooden"
ALTA,0.92,,Restoring the ABANDONED Tank That Fired the BIGGEST Gun Ever Built! | FV4005,TTI Build Stories ,https://www.youtube.com/watch?v=dkZfZwax6Hs,784682,549902,311,@MrHewes,Man Restoring the BIGGEST Gun Tank in the World | FV4005 Start to Finish by @MrHewes,Epic Explore World,"biggest, fv4005, gun, restoring, tank"
ALTA,0.9,,Man Builds an Incredible Wooden Cabin on a Remote Volcanic Island | Start to Finish,Quantum Build Studio,https://www.youtube.com/watch?v=n5vL2vPH6rA,227806,141127,218,@WildGnomos,Man Builds an Amazing Wooden House on a Remote Volcanic Island |@WildGnomos,BRAIN TIME VT,"island, remote, volcanic, wooden"
ALTA,0.9,,Family Builds Stunning Wooden Cabin on a Remote Volcanic Island | Start to Finish,Quantum Build Studio,https://www.youtube.com/watch?v=ZLNXcnbWsXw,116715,76375,254,@WildGnomos,Man Builds an Amazing Wooden House on a Remote Volcanic Island |@WildGnomos,BRAIN TIME VT,"island, remote, volcanic, wooden"
MEDIA,0.88,,Man Brings Junkyard Chevrolet C10 V8 Back to Life — Full Restoration,High speed Snail ,https://www.youtube.com/watch?v=9Hzp2Lpcsjs,1194,791,263,@FLManGarage,Man Transforms JUNKYARD V8 Chevrolet C10 Back to New | Full Restoration by @FLManGarage,Makerium,"back, c10, chevrolet, junkyard, restoration"
MEDIA,0.88,,Woman Builds Incredible Shelter Under a Huge Tree Root | cooking survival,Farm Tastic,https://www.youtube.com/watch?v=Wet2adE6Kbc,703,560,474,@ivan_bushcraft,Man builds secret survival shelter under the root of a HUGE tree by @ivan_bushcraft,SwiftBuild,"huge, root, shelter, survival, tree, under"
MEDIA,0.86,,I Can't Believe It! Genius Construction Techniques I Never Thought Of,SmartTechZone,https://www.youtube.com/watch?v=rumDBRAzfz4,746,530,325,@drfal,I can't believe it! I never thought of these ingenious Construction Techniques,AKLA GELEN,"believe, can, construction, never, techniques, thought"
MEDIA,0.86,,"Man Turns 5,000 Liter Tank into Epic Homemade Boat! Full Build",High speed Snail ,https://www.youtube.com/watch?v=sIpz5_1JfU4,728,481,261,@DoyoNosssFishing,"Man Turns 5,000 Liter Water Tank into a Boat | Start to Finish By@DoyoNosssFishing",KLIFS TECH,"000, boat, liter, tank, turns"
MEDIA,0.86,,Off-Grid Family Builds Amazing Log Cabin in Alaska Forest,Eonx Lab,https://www.youtube.com/watch?v=V7t-uHc7n4s,89,46,138,@beccanlevisalaska,A Couple Builds an Off-Grid Log Cabin Together in Alaska: @beccanlevisalaska,MrS,"alaska, cabin, grid, log, off"
MEDIA,0.85,,Incredibly Powerful Factory Production Machines | Satisfying Factory Processes And Ingenious Tools,Lord Gizmo,https://www.youtube.com/watch?v=NVHWY2iXVRA,42746,41131,1044,@ForbonaGroup,Most Satisfying Machines and Ingenious Tools ▶5,TechFreeze,"ingenious, machines, satisfying, tools"
MEDIA,0.85,,Mind-Blowing Satisfying Factory Machines & Ingenious Tools You Need to See!,Lord Gizmo,https://www.youtube.com/watch?v=VTVP29QDDY4,14753,13126,728,@ForbonaGroup,Most Satisfying Machines and Ingenious Tools ▶5,TechFreeze,"ingenious, machines, satisfying, tools"
MEDIA,0.85,,Coolest All-Terrain  Vehicles In The World,10 Royal Tech,https://www.youtube.com/watch?v=aUvnikg-b3A,617,550,732,@SHERPATV,COOLEST AMPHIBIOUS ALL-TERRAIN VEHICLES YOU MUST SEE,Maexology,"all, coolest, terrain, vehicles"
MEDIA,0.84,,Military Technologies That Have Reached A New Level,99Techspot,https://www.youtube.com/watch?v=1Svv3IeqFL0,2833,2467,666,@liteform,CONSTRUCTION TECHNOLOGIES THAT HAVE REACHED A NEW LEVEL,KLIFS TECH,"have, level, reached, technologies"
MEDIA,0.84,,SATISFYING Videos of 3D Printers Doing Their Job PERFECTLY,SwiftBuild,https://www.youtube.com/watch?v=0i3mKQDA0Jo,1498,1286,629,@izofoamsuceava,SATISFYING VIDEOS OF WORKERS DOING PERFECT JOB,KLIFS TECH,"doing, job, satisfying, videos"
MEDIA,0.84,,I Built a COZY Bushcraft Treehouse to Survive Winter,Supervivencia Real,https://www.youtube.com/watch?v=GaGBOJKa3tU,753,399,146,@AntonioOff-Grid,Building a cozy bushcraft treehouse for winter survival @AntonioOff-Grid,H2 EcoTech,"bushcraft, cozy, treehouse, winter"
MEDIA,0.84,,This Young Man Built a Stunning Wooden House in the Forest in One Year,Rebuilding HD,https://www.youtube.com/watch?v=8q8FaSTU60c,61,22,62,@BuildingInNature,One Young Man Builds An Amzing Wooden House In-A-Tree. ​You Won’t Believe Your Eyes! Start To Finish,Pro Build Master,"house, one, wooden, young"
MEDIA,0.82,,AWESOME AND POWERFUL Machinery That You Didn't Know About,Lord Gizmo,https://www.youtube.com/watch?v=YI8aAIMzBHE,68900,68232,1212,@GearForgeHD,This Is How This Advanced Machine Builds Roads on Ice ▶ Machinery You Didn’t Know About 2,Gear Tech HD,"about, didn, know, machinery"
MEDIA,0.82,,"Man Built a $2,000 Underground Log Dugout Shelter!",TTI Build Stories ,https://www.youtube.com/watch?v=5ve-HUzn5pA,38318,32056,568,@bushcraftua1,Man Built Amazing Underground Log CABIN | Hidden Dugout Shelter | Start to Finish by @bushcraftua1,Pro Build Master,"dugout, log, shelter, underground"
MEDIA,0.82,,Man Hand-Builds an Amazing Container Home With a Rooftop Terrace | from beginning to end,Life Rhythm TV,https://www.youtube.com/watch?v=4PLsUdS4e0c,3548,882,30,@mlgkontejneri3283,He Built a 2-Story Container Home with an Incredible Rooftop Terrace | by @mlgkontejneri3283,World Build,"container, home, rooftop, terrace"
MEDIA,0.82,,Man Builds an Off-Grid Wooden Cabin in the Amazon Jungle (30 Days),Renov Master,https://www.youtube.com/watch?v=Hl-WG5oHilY,3002,1664,163,@mypersonaljournal,Man Builds an Incredible Off-Grid Wooden Cabin in the Forest | Full Start to Finish,Rustic Roots Build,"cabin, grid, off, wooden"
MEDIA,0.81,,Building a Warm Forest Shelter to Survive the Winter Solo Build,Renov Master,https://www.youtube.com/watch?v=Fp7YdN8WjH8,140291,58756,85,@Elyas.bushcraft,$10 Shelter Build: Solo Survival in Winter Forest | Start to Finish by @Elyas.bushcraft,Farm Tastic,"forest, shelter, solo, winter"
MEDIA,0.8,,Incredible Genius Farmers & High-Level Modern Agriculture Machines Like You've Never Seen,AKLA GELEN,https://www.youtube.com/watch?v=QZ9ekbNnyPE,278320,278320,1390,@nexat_agriculture,Modern Agriculture Machines That Are On Another Level,KLIFS TECH,"agriculture, level, machines, modern"
MEDIA,0.8,,AMAZING ALL-TERRAIN VEHICLES THAT HAVE REACHED A NEW LEVEL,99Techspot,https://www.youtube.com/watch?v=qqkcfAjE6qg,10261,9606,914,@RUSSIAN.ATV.PLASTUN,ALL-TERRAIN VEHICLES THAT ARE ON ANOTHER LEVEL,KLIFS TECH,"all, level, terrain, vehicles"
MEDIA,0.8,,FUTURISTIC Agriculture Machines That Are At Another Level,Lord Gizmo,https://www.youtube.com/watch?v=0wClUDPyF4U,5874,5693,1083,@nexat_agriculture,Modern Agriculture Machines That Are On Another Level,KLIFS TECH,"agriculture, another, level, machines"
MEDIA,0.8,,NEXT LEVEL All Terrain Vehicles You’ve Never Seen Before! | Tech Talks,TechTalks,https://www.youtube.com/watch?v=ZNhw3tBRoQo,59,40,278,@RUSSIAN.ATV.PLASTUN,ALL-TERRAIN VEHICLES THAT ARE ON ANOTHER LEVEL,KLIFS TECH,"all, level, terrain, vehicles"
BAJA,0.79,,He Spent 200 Days Building A Log Cabin Alone In The Forest: Complete Off-Grid Build,KLIFS TECH,https://www.youtube.com/watch?v=sXwHd3hHuP0,14002,11518,533,@bjornbrenton,DIY Log Cabin Build Alone in the Forest | DIY Wood Cabin | Off-Grid Log Cabin. Start to Finish,Rustic Roots Build,"cabin, forest, grid, log, off"
BAJA,0.79,,NEW LEVEL OF CONSTRUCTION TECHNOLOGIES REACHED NOW | Tech Talks,TechTalks,https://www.youtube.com/watch?v=G9mob6fKlWY,190,128,275,@liteform,CONSTRUCTION TECHNOLOGIES THAT HAVE REACHED A NEW LEVEL,KLIFS TECH,"construction, level, reached, technologies"
BAJA,0.78,,He Built A Fully Functional Boat Using 4 Plastic Drums | DIY Build From Scratch,KLIFS TECH,https://www.youtube.com/watch?v=mZqY_1K3rTM,5228,4475,621,@doyonosssfishing,Man Transforms Plastic Drums Into a Fully Functional Boat – Here’s How!    { @doyonosssfishing  },TTI Build Stories ,"boat, drums, fully, functional, plastic"
BAJA,0.78,,This Ingenious Mechanism and Technologies Will Blow Your Mind,KLIFS TECH,https://www.youtube.com/watch?v=DTucEUMuTyg,3063,2651,649,@Dr-DIY,This Genius Mechanism Will Blow Your Mind ▶14,TechFreeze,"blow, mechanism, mind, will"
BAJA,0.78,,He Built A Forest Cabin Using Only Abandoned Pallets: Complete Off-Grid Build,KLIFS TECH,https://www.youtube.com/watch?v=Pqz7jg0NQ34,728,595,520,@lesnoy_craft8607,Man Transforms Abandoned Pallets into a Stunning Forest Cabin | Start to Finish by @lesnoy_craft8607,TechFreeze,"abandoned, cabin, forest, pallets"
BAJA,0.78,,A Man Built A Magnificent Secret House By Carving A Giant Rock For 10 Months,10 Royal Tech,https://www.youtube.com/watch?v=C0aOEKzNeg4,514,307,198,@BushcraftIdeas-e9q,Man Builds a Secret House Under a Giant Rock in 7 Days | Full Build by @BushcraftIdeas-e9q​,Makerium,"giant, house, rock, secret"
BAJA,0.78,,Abandoned Forest Cabin Restoration | From RUINS to a Cozy Off-Grid Home (Start to Finish),Renov Master,https://www.youtube.com/watch?v=6brpN63ssH0,171,41,28,@lesnoy,Solo Building a Cozy Off-Grid Forest Cabin (Start to Finish)  @lesnoy​,The Makers HD,"cabin, cozy, forest, grid, off"
BAJA,0.77,,Friends Turn Abandoned Castle into 4-Star Hotel. Full Construction Process!,KLIFS TECH,https://www.youtube.com/watch?v=svAfmsZ9lOM,2614,1836,313,@chateaudutheil,Friends Transform Abandoned Castle Into A FOUR STAR Hotel | Start to Finish by @chateaudutheil,Makerium,"abandoned, castle, friends, hotel, star"
BAJA,0.76,,"Young Couple Transforms Old Shipping Containers into a Stunning $600,000 Luxury Container Villa",Innovative Tech World,https://www.youtube.com/watch?v=JFx2kv3_8kI,676761,97195,11,@Construyendo-Juntos,Young Couple Transforms SHIPPING CONTAINER Into Dream Home 🏠 | by ‪@Construyendo-Juntos,High speed Snail ,"container, shipping, transforms, young"
BAJA,0.76,,We Turned An Old Bus Into A Luxury Tiny Home | Full DIY Makeover Journey,KLIFS TECH,https://www.youtube.com/watch?v=8rkuAuOuczU,1392,1171,581,@lifeanywhere,He Turned an Old School Bus into a Stunning Tiny Home | Full Build by @lifeanywhere,ULTIMATE BUILD LAD DIY,"bus, home, tiny, turned"
BAJA,0.76,,Unbelievable! Construction Techniques You've Never Seen,B P C,https://www.youtube.com/watch?v=CKQ02Q4Fs4Y,28,20,322,@Tunnel-Solare-Doinglight,Construction Workers Use Techniques You've Never Seen - Most Ingenious Construction Technologies,AKLA GELEN,"construction, never, seen, techniques"
BAJA,0.76,,Ingenious Space Saving Furniture Designs for Modern Living,Click Star Techno,https://www.youtube.com/watch?v=tC8iPUXN624,14,13,857,@HofmanDujardin,SMART FURNITURE AND INGENIOUS SPACE SAVING DESIGNS IDEAS,KLIFS TECH,"designs, furniture, ingenious, saving, space"
BAJA,0.74,,Man restored an abandoned house in the forest from 1957 into his dream home.,BRAIN TIME VT,https://www.youtube.com/watch?v=_h5yw5kAe98,1510338,715921,112,@Gabriel.Leni100,Family Transforms Abandoned House into Dream Home | Start to Finish by @Gabriel.Leni100,Makerium,"abandoned, dream, home, house"
BAJA,0.74,,Luxury Mobiles Homes That Will Blow Your Mind,22TechZoom,https://www.youtube.com/watch?v=GR6pxYy-Kj8,162327,157190,1078,@TruckSurfHotel,MOBILE HOMES THAT WILL BLOW YOUR MIND,KLIFS TECH,"blow, homes, mind, will"
BAJA,0.74,,Luxury Mobiles Homes That Will Blow Your Mind,99Techspot,https://www.youtube.com/watch?v=28lKQh76Vts,3447,3447,1380,@TruckSurfHotel,MOBILE HOMES THAT WILL BLOW YOUR MIND,KLIFS TECH,"blow, homes, mind, will"
BAJA,0.74,,Quick Build Homes That Will Blow Your Mind,99Techspot,https://www.youtube.com/watch?v=cwaIUbjyjPM,3147,2825,756,@TruckSurfHotel,MOBILE HOMES THAT WILL BLOW YOUR MIND,KLIFS TECH,"blow, homes, mind, will"
BAJA,0.73,,Mind-Blowing Construction Techniques That Really Work!,Lord Gizmo,https://www.youtube.com/watch?v=Gdnano3VCGU,22027,19469,708,@Lyonsroofing,Construction Workers' Techniques Really Work - Most Ingenious Construction Technologies,AKLA GELEN,"construction, really, techniques, work"
BAJA,0.73,,"Building a Survival House in the Forest from Wood, Stone, and Clay from Start to Finish",Farm Tastic,https://www.youtube.com/watch?v=qlq3v_9fkW4,3483,2973,614,@Outdoor_builder,A Man Builds A House Made Of Stone And Wood In The Forest Over 30 days | By @Outdoor_builder,Clean & Restore Tech,"forest, house, stone, wood"
BAJA,0.72,,Man Builds a Shelter Using Only Hand Tools to Survive a Snowstorm,Maker World,https://www.youtube.com/watch?v=B2dlrhNg3No,36249,23622,251,@Kampkolik,Man Builds Amazing Wood House Only Using Hand Tools! | Start to Finish by @Kampkolik,Quantum Makers,"hand, only, tools, using"
BAJA,0.72,,Amazing Construction Machinery You Probably Didn't Know About,Lord Gizmo,https://www.youtube.com/watch?v=BY6xA4iw_J4,15059,14798,1163,@GearForgeHD,Most AWESOME Heavy Duty Trucks And Machinery You Probably Didn't Know What They Are Used For,Gear Tech HD,"didn, know, machinery, probably"
BAJA,0.71,,Unique And Powerful Modern AGRICULTURAL Machinery That Are On Another Level,Lord Gizmo,https://www.youtube.com/watch?v=kxO-1mgpCuw,15317,14854,1086,@GearForgeHD,Ingenious Modern AGRO TRUCKS That Are on Another LEVEL ▶ Advanced Agricultural Machinery,Gear Tech HD,"agricultural, another, level, machinery, modern"
BAJA,0.71,,Most Satisfying Road Construction Machines Working at Another Level,SmartTechZone,https://www.youtube.com/watch?v=ghoUlqTxu0U,480,292,207,@vialittv3331,Modern Road Construction Machines & Technologies on Another Level ▶3,TechFreeze,"another, construction, level, machines, road"
BAJA,0.7,,Impressive Unusual Machinery That You Probably Didn't Know About,Lord Gizmo,https://www.youtube.com/watch?v=a00Q2TVkaT8,104897,104535,1254,@GearForgeHD,Amazing Unusual ATV Equipment You Probably Didn't Know About 1 ▶ Quad Bike Excavator,Gear Tech HD,"about, didn, know, probably, unusual"
BAJA,0.7,,Most Incredible Helicopters You Haven't Seen Before,99Techspot,https://www.youtube.com/watch?v=473jFDoX0Xk,20935,20935,1439,@silo-melmer.at,MOST COMFORTABLE TRUCKS You Haven't SEEN BEFORE ▶ Restoration of a TUNED OLD Truck,Gear Tech HD,"before, haven, most, seen"
BAJA,0.7,,This Man Transforms an Ordinary Water Tank into an Incredible Boat!,TTI Build Stories ,https://www.youtube.com/watch?v=8Xbdvi2dZFo,2622,2260,639,@MustaqimMuhammadHatta,"Man Transforms 5,000 Liter Water Tank into Amazing Boat by @MustaqimMuhammadHatta",TechFreeze,"boat, tank, transforms, water"
